## Execution counts

<details>
<summary> execution counts for all instructions </summary>

|Name | Count | Self | Cumulative | Miss ratio | 
| LOAD_FAST | 591,092,649 | 59.8% |
| CALL_METHOD_DESCRIPTOR_NOARGS | 97,033,494 | 9.8% |
| LOAD_FAST_LOAD_FAST | 85,515,814 | 8.7% |
| LOAD_CONST | 66,570,157 | 6.7% |
| LOAD_GLOBAL_MODULE | 60,455,448 | 6.1% |


</details>

### LOAD_ATTR_METHOD_WITH_VALUES

<details>
<summary> Successors and predecessors for LOAD_ATTR_METHOD_WITH_VALUES </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 1,407,040,891 | 75.7% |
| LOAD_ATTR_SLOT | 125,601,591 | 6.8% |
| LOAD_ATTR_INSTANCE_VALUE | 93,698,676 | 5.0% |
| ENTER_EXECUTOR | 90,756,784 | 4.9% |
| LOAD_ATTR | 45,229,882 | 2.4% |

|Successors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 665,115,808 | 35.8% |
| CALL_PY_EXACT_ARGS | 642,881,606 | 34.6% |
| LOAD_FAST_LOAD_FAST | 379,379,455 | 20.4% |
| LOAD_GLOBAL_MODULE | 86,224,603 | 4.6% |
| LOAD_CONST | 44,200,974 | 2.4% |


</details>

### LOAD_ATTR_MODULE

<details>
<summary> Successors and predecessors for LOAD_ATTR_MODULE </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_GLOBAL_MODULE | 501,355,366 | 97.6% |
| LOAD_ATTR_MODULE | 9,110,169 | 1.8% |
| LOAD_ATTR_NONDESCRIPTOR_NO_DICT | 2,043,120 | 0.4% |
| LOAD_FAST | 673,793 | 0.1% |
| LOAD_DEREF | 335,160 | 0.1% |

|Successors | Count | Percentage | 
|---|---:|---:|
| PUSH_NULL | 444,437,351 | 86.5% |
| CALL_ISINSTANCE | 19,713,384 | 3.8% |
| LOAD_FAST_LOAD_FAST | 13,419,360 | 2.6% |
| LOAD_ATTR_MODULE | 9,110,169 | 1.8% |
| LOAD_FAST | 9,009,617 | 1.8% |


</details>

### LOAD_ATTR_NONDESCRIPTOR_WITH_VALUES

<details>
<summary> Successors and predecessors for LOAD_ATTR_NONDESCRIPTOR_WITH_VALUES </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 116,632,136 | 90.6% |
| LOAD_FAST_LOAD_FAST | 9,013,493 | 7.0% |
| ENTER_EXECUTOR | 1,803,640 | 1.4% |
| LOAD_ATTR_NONDESCRIPTOR_WITH_VALUES | 777,220 | 0.6% |
| LOAD_ATTR_INSTANCE_VALUE | 439,590 | 0.3% |

|Successors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 33,894,855 | 26.3% |
| LOAD_GLOBAL_BUILTIN | 20,233,040 | 15.7% |
| GET_ITER | 19,003,740 | 14.8% |
| LOAD_ATTR_METHOD_NO_DICT | 9,287,980 | 7.2% |
| COMPARE_OP_INT | 6,249,052 | 4.9% |


</details>

### LOAD_ATTR_WITH_HINT

<details>
<summary> Successors and predecessors for LOAD_ATTR_WITH_HINT </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 231,162,249 | 83.0% |
| LOAD_ATTR_WITH_HINT | 15,594,507 | 5.6% |
| COPY | 14,031,901 | 5.0% |
| LOAD_ATTR_INSTANCE_VALUE | 11,823,406 | 4.2% |
| LOAD_FAST_LOAD_FAST | 3,586,227 | 1.3% |

|Successors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 76,212,050 | 27.4% |
| STORE_FAST | 40,626,660 | 14.6% |
| COMPARE_OP_INT | 33,037,952 | 11.9% |
| LOAD_ATTR_METHOD_WITH_VALUES | 24,951,305 | 9.0% |
| LOAD_CONST | 21,418,020 | 7.7% |


</details>

### LOAD_GLOBAL_BUILTIN

<details>
<summary> Successors and predecessors for LOAD_GLOBAL_BUILTIN </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 795,562,502 | 25.5% |
| RESUME_CHECK | 769,407,088 | 24.7% |
| POP_JUMP_IF_FALSE | 581,407,798 | 18.7% |
| STORE_FAST | 331,277,783 | 10.6% |
| POP_JUMP_IF_TRUE | 127,715,442 | 4.1% |

|Successors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 2,023,346,144 | 64.9% |
| CALL_BUILTIN_FAST | 320,497,360 | 10.3% |
| CALL_ISINSTANCE | 195,923,395 | 6.3% |
| LOAD_ATTR | 172,047,108 | 5.5% |
| LOAD_FAST_LOAD_FAST | 86,217,968 | 2.8% |


</details>

### LOAD_GLOBAL_MODULE

<details>
<summary> Successors and predecessors for LOAD_GLOBAL_MODULE </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 758,364,529 | 27.0% |
| RESUME_CHECK | 437,543,709 | 15.6% |
| STORE_FAST | 340,576,502 | 12.1% |
| POP_JUMP_IF_FALSE | 293,286,758 | 10.4% |
| LOAD_FAST_LOAD_FAST | 109,802,420 | 3.9% |

|Successors | Count | Percentage | 
|---|---:|---:|
| LOAD_ATTR_MODULE | 501,355,366 | 17.9% |
| LOAD_FAST | 392,590,046 | 14.0% |
| LOAD_FAST_LOAD_FAST | 375,994,142 | 13.4% |
| CALL_ISINSTANCE | 308,774,119 | 11.0% |
| CONTAINS_OP | 202,367,878 | 7.2% |


</details>

### RESUME_CHECK

<details>
<summary> Successors and predecessors for RESUME_CHECK </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| CALL_PY_EXACT_ARGS | 2,157,291,594 | 39.4% |
| CACHE | 1,399,671,896 | 25.5% |
| SEND_GEN | 417,056,479 | 7.6% |
| POP_TOP | 359,088,145 | 6.6% |
| CALL | 218,894,801 | 4.0% |

|Successors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 2,458,937,843 | 44.9% |
| LOAD_GLOBAL_BUILTIN | 769,407,088 | 14.0% |
| POP_TOP | 562,911,939 | 10.3% |
| LOAD_GLOBAL_MODULE | 437,543,709 | 8.0% |
| JUMP_BACKWARD_NO_INTERRUPT | 437,317,049 | 8.0% |


</details>

### STORE_ATTR_INSTANCE_VALUE

<details>
<summary> Successors and predecessors for STORE_ATTR_INSTANCE_VALUE </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 343,866,226 | 45.8% |
| LOAD_FAST_LOAD_FAST | 286,962,526 | 38.2% |
| SWAP | 73,106,587 | 9.7% |
| LOAD_ATTR_INSTANCE_VALUE | 23,224,740 | 3.1% |
| RETURN_VALUE | 21,037,980 | 2.8% |

|Successors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 239,681,079 | 31.9% |
| RETURN_CONST | 181,001,552 | 24.1% |
| LOAD_FAST_LOAD_FAST | 144,163,489 | 19.2% |
| LOAD_CONST | 89,125,452 | 11.9% |
| LOAD_GLOBAL_MODULE | 29,406,012 | 3.9% |


</details>

### STORE_SUBSCR_DICT

<details>
<summary> Successors and predecessors for STORE_SUBSCR_DICT </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST_LOAD_FAST | 92,353,060 | 43.2% |
| LOAD_FAST | 78,457,739 | 36.7% |
| CALL_BUILTIN_O | 14,490,780 | 6.8% |
| RETURN_VALUE | 8,217,040 | 3.8% |
| CALL_LEN | 7,564,800 | 3.5% |

|Successors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 80,409,443 | 37.6% |
| LOAD_CONST | 73,073,352 | 34.2% |
| ENTER_EXECUTOR | 25,001,354 | 11.7% |
| RETURN_CONST | 19,375,400 | 9.1% |
| LOAD_GLOBAL_MODULE | 7,853,971 | 3.7% |


</details>

### TO_BOOL_ALWAYS_TRUE

<details>
<summary> Successors and predecessors for TO_BOOL_ALWAYS_TRUE </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_ATTR_INSTANCE_VALUE | 67,089,842 | 44.1% |
| LOAD_FAST | 27,742,662 | 18.2% |
| ENTER_EXECUTOR | 24,951,180 | 16.4% |
| LOAD_ATTR_SLOT | 19,999,540 | 13.2% |
| COPY | 6,928,341 | 4.6% |

|Successors | Count | Percentage | 
|---|---:|---:|
| POP_JUMP_IF_FALSE | 110,772,545 | 72.8% |
| POP_JUMP_IF_TRUE | 40,600,200 | 26.7% |
| TO_BOOL_NONE | 426,800 | 0.3% |
| EXTENDED_ARG | 161,460 | 0.1% |
| TO_BOOL_ALWAYS_TRUE | 84,960 | 0.1% |


</details>

### TO_BOOL_BOOL

<details>
<summary> Successors and predecessors for TO_BOOL_BOOL </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_ATTR_INSTANCE_VALUE | 647,570,539 | 20.7% |
| CALL_ISINSTANCE | 603,443,569 | 19.3% |
| LOAD_FAST | 577,053,018 | 18.5% |
| CALL_BUILTIN_FAST | 367,790,498 | 11.8% |
| RETURN_VALUE | 329,990,062 | 10.6% |

|Successors | Count | Percentage | 
|---|---:|---:|
| POP_JUMP_IF_FALSE | 2,344,003,260 | 75.0% |
| POP_JUMP_IF_TRUE | 676,635,749 | 21.7% |
| EXTENDED_ARG | 74,206,280 | 2.4% |
| UNARY_NOT | 29,470,056 | 0.9% |
| TO_BOOL_NONE | 14,000 | 0.0% |


</details>

### TO_BOOL_INT

<details>
<summary> Successors and predecessors for TO_BOOL_INT </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 54,574,101 | 56.0% |
| COPY | 11,454,439 | 11.7% |
| LOAD_ATTR_SLOT | 10,180,140 | 10.4% |
| BINARY_OP | 8,364,656 | 8.6% |
| CALL_LEN | 4,737,260 | 4.9% |

|Successors | Count | Percentage | 
|---|---:|---:|
| POP_JUMP_IF_FALSE | 80,290,095 | 82.4% |
| POP_JUMP_IF_TRUE | 16,706,446 | 17.1% |
| UNARY_NOT | 306,600 | 0.3% |
| EXTENDED_ARG | 167,880 | 0.2% |
| TO_BOOL_BOOL | 13,740 | 0.0% |


</details>

### TO_BOOL_NONE

<details>
<summary> Successors and predecessors for TO_BOOL_NONE </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_ATTR_SLOT | 206,690,427 | 42.3% |
| LOAD_FAST | 128,435,223 | 26.3% |
| LOAD_ATTR_INSTANCE_VALUE | 73,177,671 | 15.0% |
| LOAD_ATTR | 37,189,741 | 7.6% |
| RETURN_CONST | 18,802,140 | 3.9% |

|Successors | Count | Percentage | 
|---|---:|---:|
| POP_JUMP_IF_FALSE | 452,619,961 | 92.7% |
| POP_JUMP_IF_TRUE | 34,599,806 | 7.1% |
| EXTENDED_ARG | 606,700 | 0.1% |
| TO_BOOL_ALWAYS_TRUE | 426,880 | 0.1% |
| TO_BOOL | 54,296 | 0.0% |


</details>

### UNPACK_SEQUENCE_TWO_TUPLE

<details>
<summary> Successors and predecessors for UNPACK_SEQUENCE_TWO_TUPLE </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| RETURN_VALUE | 83,926,128 | 39.9% |
| FOR_ITER_LIST | 56,878,589 | 27.0% |
| LOAD_FAST | 36,439,720 | 17.3% |
| FOR_ITER | 25,443,622 | 12.1% |
| YIELD_VALUE | 1,670,060 | 0.8% |

|Successors | Count | Percentage | 
|---|---:|---:|
| STORE_FAST_STORE_FAST | 173,172,031 | 82.3% |
| STORE_FAST | 35,998,700 | 17.1% |
| LOAD_FAST | 1,100,640 | 0.5% |
| LOAD_FAST_LOAD_FAST | 66,000 | 0.0% |
| STORE_DEREF | 1,140 | 0.0% |


</details>

### BINARY_OP_ADD_FLOAT

<details>
<summary> Successors and predecessors for BINARY_OP_ADD_FLOAT </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| BINARY_OP_MULTIPLY_FLOAT | 66,009,760 | 53.7% |
| RETURN_VALUE | 17,287,200 | 14.1% |
| LOAD_FAST | 13,398,456 | 10.9% |
| BINARY_OP_MULTIPLY_INT | 8,362,760 | 6.8% |
| BINARY_OP | 6,815,689 | 5.5% |

|Successors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 46,679,437 | 38.0% |
| RETURN_VALUE | 27,170,640 | 22.1% |
| LOAD_FAST_LOAD_FAST | 17,345,460 | 14.1% |
| LOAD_CONST | 10,280,940 | 8.4% |
| BINARY_OP_MULTIPLY_FLOAT | 5,762,620 | 4.7% |


</details>

### BINARY_OP_MULTIPLY_FLOAT

<details>
<summary> Successors and predecessors for BINARY_OP_MULTIPLY_FLOAT </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_ATTR_INSTANCE_VALUE | 93,879,580 | 41.8% |
| LOAD_FAST | 43,168,240 | 19.2% |
| LOAD_FAST_LOAD_FAST | 35,985,900 | 16.0% |
| BINARY_SUBSCR | 19,701,060 | 8.8% |
| CALL_BUILTIN_CLASS | 17,576,640 | 7.8% |

|Successors | Count | Percentage | 
|---|---:|---:|
| BINARY_OP_ADD_FLOAT | 66,009,760 | 29.4% |
| LOAD_FAST | 33,992,780 | 15.1% |
| YIELD_VALUE | 31,287,480 | 13.9% |
| BINARY_OP_SUBTRACT_FLOAT | 28,790,280 | 12.8% |
| LOAD_FAST_LOAD_FAST | 26,359,960 | 11.7% |


</details>

### BINARY_OP_MULTIPLY_INT

<details>
<summary> Successors and predecessors for BINARY_OP_MULTIPLY_INT </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_ATTR_INSTANCE_VALUE | 48,783,761 | 36.9% |
| LOAD_FAST_LOAD_FAST | 37,107,555 | 28.0% |
| BINARY_OP | 27,330,720 | 20.7% |
| LOAD_FAST | 9,095,420 | 6.9% |
| LOAD_CONST | 3,991,189 | 3.0% |

|Successors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 45,043,640 | 34.0% |
| LOAD_FAST_LOAD_FAST | 23,709,780 | 17.9% |
| BINARY_OP_ADD_INT | 22,877,040 | 17.3% |
| CALL_BOUND_METHOD_EXACT_ARGS | 22,513,860 | 17.0% |
| BINARY_OP_ADD_FLOAT | 8,362,760 | 6.3% |


</details>

### CHECK_EXC_MATCH

<details>
<summary> Successors and predecessors for CHECK_EXC_MATCH </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_GLOBAL_BUILTIN | 14,111,766 | 92.3% |
| LOAD_GLOBAL_MODULE | 746,933 | 4.9% |
| BUILD_TUPLE | 356,520 | 2.3% |
| LOAD_ATTR_MODULE | 78,775 | 0.5% |
| LOAD_GLOBAL | 34 | 0.0% |

|Successors | Count | Percentage | 
|---|---:|---:|
| POP_JUMP_IF_FALSE | 15,293,913 | 100.0% |
| EXTENDED_ARG | 120 | 0.0% |


</details>

### MAKE_FUNCTION

<details>
<summary> Successors and predecessors for MAKE_FUNCTION </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_CONST | 71,843,766 | 100.0% |

|Successors | Count | Percentage | 
|---|---:|---:|
| SET_FUNCTION_ATTRIBUTE | 67,237,150 | 93.6% |
| LOAD_GLOBAL_MODULE | 2,493,560 | 3.5% |
| LOAD_FAST | 1,465,555 | 2.0% |
| LOAD_CONST | 220,320 | 0.3% |
| STORE_FAST | 208,260 | 0.3% |


</details>

### POP_EXCEPT

<details>
<summary> Successors and predecessors for POP_EXCEPT </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| POP_TOP | 9,577,130 | 60.7% |
| STORE_SUBSCR_DICT | 3,204,812 | 20.3% |
| SWAP | 1,169,846 | 7.4% |
| COPY | 1,101,422 | 7.0% |
| STORE_FAST | 547,833 | 3.5% |

|Successors | Count | Percentage | 
|---|---:|---:|
| RETURN_CONST | 7,605,606 | 48.2% |
| POP_TOP | 2,768,341 | 17.5% |
| JUMP_FORWARD | 2,029,560 | 12.9% |
| RERAISE | 1,101,422 | 7.0% |
| RETURN_VALUE | 1,052,546 | 6.7% |


</details>

### PUSH_EXC_INFO

<details>
<summary> Successors and predecessors for PUSH_EXC_INFO </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| BINARY_SUBSCR_DICT | 5,368,641 | 34.0% |
| RAISE_VARARGS | 3,645,280 | 23.1% |
| LOAD_ATTR | 3,246,260 | 20.6% |
| RERAISE | 960,067 | 6.1% |
| BINARY_SUBSCR_LIST_INT | 854,040 | 5.4% |

|Successors | Count | Percentage | 
|---|---:|---:|
| LOAD_GLOBAL_BUILTIN | 14,129,152 | 89.5% |
| LOAD_GLOBAL_MODULE | 1,130,025 | 7.2% |
| LOAD_FAST | 387,180 | 2.5% |
| WITH_EXCEPT_START | 141,900 | 0.9% |
| LOAD_GLOBAL | 715 | 0.0% |


</details>

### RETURN_GENERATOR

<details>
<summary> Successors and predecessors for RETURN_GENERATOR </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| CALL_PY_EXACT_ARGS | 178,712,646 | 49.8% |
| COPY_FREE_VARS | 72,873,202 | 20.3% |
| ENTER_EXECUTOR | 52,455,081 | 14.6% |
| CACHE | 40,549,425 | 11.3% |
| CALL_PY_WITH_DEFAULTS | 12,982,690 | 3.6% |

|Successors | Count | Percentage | 
|---|---:|---:|
| GET_AWAITABLE | 138,477,836 | 38.6% |
| CALL_BUILTIN_FAST_WITH_KEYWORDS | 48,206,460 | 13.4% |
| INTERPRETER_EXIT | 40,559,025 | 11.3% |
| GET_ITER | 37,762,501 | 10.5% |
| CALL | 30,369,361 | 8.5% |


</details>

### UNARY_NEGATIVE

<details>
<summary> Successors and predecessors for UNARY_NEGATIVE </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST_LOAD_FAST | 5,057,820 | 36.2% |
| LOAD_GLOBAL_MODULE | 4,961,280 | 35.5% |
| LOAD_FAST | 1,961,820 | 14.0% |
| BINARY_SUBSCR_TUPLE_INT | 1,205,640 | 8.6% |
| LOAD_ATTR_INSTANCE_VALUE | 600,240 | 4.3% |

|Successors | Count | Percentage | 
|---|---:|---:|
| BUILD_TUPLE | 3,840,960 | 27.5% |
| BINARY_SUBSCR | 2,419,140 | 17.3% |
| STORE_SUBSCR | 2,419,140 | 17.3% |
| LOAD_FAST | 1,992,840 | 14.3% |
| BINARY_OP | 1,530,060 | 10.9% |


</details>

### LIST_APPEND

<details>
<summary> Successors and predecessors for LIST_APPEND </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| RETURN_GENERATOR | 26,879,580 | 54.8% |
| BUILD_TUPLE | 9,965,040 | 20.3% |
| LOAD_FAST | 4,638,099 | 9.5% |
| RETURN_VALUE | 3,537,106 | 7.2% |
| BINARY_SUBSCR_LIST_INT | 1,200,000 | 2.4% |

|Successors | Count | Percentage | 
|---|---:|---:|
| ENTER_EXECUTOR | 47,979,029 | 97.8% |
| JUMP_BACKWARD | 969,539 | 2.0% |
| LOAD_FAST | 96,000 | 0.2% |
| CALL_INTRINSIC_1 | 11,520 | 0.0% |
| INSTRUMENTED_JUMP_BACKWARD | 300 | 0.0% |


</details>

### LOAD_FAST_AND_CLEAR

<details>
<summary> Successors and predecessors for LOAD_FAST_AND_CLEAR </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| GET_ITER | 18,000,884 | 62.6% |
| LOAD_FAST_AND_CLEAR | 10,733,723 | 37.4% |

|Successors | Count | Percentage | 
|---|---:|---:|
| SWAP | 18,000,884 | 62.6% |
| LOAD_FAST_AND_CLEAR | 10,733,723 | 37.4% |


</details>

### MAKE_CELL

<details>
<summary> Successors and predecessors for MAKE_CELL </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| MAKE_CELL | 41,584,342 | 57.4% |
| CALL_PY_EXACT_ARGS | 21,730,574 | 30.0% |
| CALL_FUNCTION_EX | 6,925,326 | 9.6% |
| CALL_PY_WITH_DEFAULTS | 1,096,864 | 1.5% |
| CACHE | 435,460 | 0.6% |

|Successors | Count | Percentage | 
|---|---:|---:|
| MAKE_CELL | 41,584,342 | 57.4% |
| RESUME_CHECK | 30,235,079 | 41.7% |
| RETURN_GENERATOR | 613,335 | 0.8% |
| RESUME | 20 | 0.0% |


</details>

### MAP_ADD

<details>
<summary> Successors and predecessors for MAP_ADD </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| STORE_FAST | 4,549,800 | 46.2% |
| RETURN_VALUE | 4,073,340 | 41.3% |
| LOAD_FAST | 789,600 | 8.0% |
| CALL_BUILTIN_CLASS | 219,600 | 2.2% |
| JUMP_FORWARD | 76,200 | 0.8% |

|Successors | Count | Percentage | 
|---|---:|---:|
| ENTER_EXECUTOR | 9,794,780 | 99.4% |
| LOAD_CONST | 57,000 | 0.6% |
| CALL_FUNCTION_EX | 3,180 | 0.0% |
| JUMP_BACKWARD | 1,440 | 0.0% |
| DICT_UPDATE | 180 | 0.0% |


</details>

### SET_FUNCTION_ATTRIBUTE

<details>
<summary> Successors and predecessors for SET_FUNCTION_ATTRIBUTE </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| MAKE_FUNCTION | 67,237,150 | 99.8% |
| SET_FUNCTION_ATTRIBUTE | 129,329 | 0.2% |

|Successors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 37,667,902 | 55.9% |
| LOAD_GLOBAL_BUILTIN | 18,989,340 | 28.2% |
| STORE_FAST | 9,054,655 | 13.4% |
| CALL_PY_EXACT_ARGS | 737,906 | 1.1% |
| LOAD_CONST | 570,840 | 0.8% |


</details>

### STORE_DEREF

<details>
<summary> Successors and predecessors for STORE_DEREF </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| BINARY_OP_ADD_INT | 46,267,240 | 50.7% |
| STORE_FAST | 19,025,340 | 20.8% |
| LOAD_CONST | 13,531,950 | 14.8% |
| BUILD_LIST | 4,508,366 | 4.9% |
| CALL_KW | 4,481,160 | 4.9% |

|Successors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST_LOAD_FAST | 26,879,700 | 29.4% |
| LOAD_DEREF | 19,652,601 | 21.5% |
| STORE_FAST | 18,986,340 | 20.8% |
| LOAD_FAST | 11,775,037 | 12.9% |
| LOAD_CONST | 9,110,778 | 10.0% |


</details>

### STORE_FAST_LOAD_FAST

<details>
<summary> Successors and predecessors for STORE_FAST_LOAD_FAST </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| FOR_ITER_LIST | 7,171,640 | 61.7% |
| FOR_ITER_TUPLE | 2,195,340 | 18.9% |
| FOR_ITER | 943,461 | 8.1% |
| FOR_ITER_RANGE | 553,140 | 4.8% |
| CALL_LEN | 463,920 | 4.0% |

|Successors | Count | Percentage | 
|---|---:|---:|
| TO_BOOL_ALWAYS_TRUE | 3,194,620 | 27.5% |
| TO_BOOL_NONE | 1,661,000 | 14.3% |
| LOAD_ATTR_METHOD_WITH_VALUES | 1,568,600 | 13.5% |
| LOAD_CONST | 1,276,020 | 11.0% |
| PUSH_NULL | 1,173,780 | 10.1% |


</details>

### YIELD_VALUE

<details>
<summary> Successors and predecessors for YIELD_VALUE </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| YIELD_VALUE | 417,057,016 | 41.5% |
| ENTER_EXECUTOR | 289,395,690 | 28.8% |
| CALL_INTRINSIC_1 | 94,136,760 | 9.4% |
| LOAD_FAST | 45,398,792 | 4.5% |
| BINARY_OP_MULTIPLY_FLOAT | 31,287,480 | 3.1% |

|Successors | Count | Percentage | 
|---|---:|---:|
| INTERPRETER_EXIT | 475,020,256 | 47.3% |
| YIELD_VALUE | 417,057,016 | 41.5% |
| STORE_FAST | 83,216,280 | 8.3% |
| UNPACK_SEQUENCE_TUPLE | 24,809,500 | 2.5% |
| STORE_DEREF | 2,419,200 | 0.2% |


</details>

### RESUME

<details>
<summary> Successors and predecessors for RESUME </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| CACHE | 3,879 | 73.1% |
| INSTRUMENTED_RESUME | 960 | 18.1% |
| CALL_PY_EXACT_ARGS | 240 | 4.5% |
| COPY_FREE_VARS | 66 | 1.2% |
| CALL_FUNCTION_EX | 65 | 1.2% |

|Successors | Count | Percentage | 
|---|---:|---:|
| RETURN_CONST | 3,421 | 64.5% |
| LOAD_GLOBAL | 649 | 12.2% |
| LOAD_FAST | 546 | 10.3% |
| LOAD_NAME | 360 | 6.8% |
| INSTRUMENTED_RESUME | 240 | 4.5% |


</details>

### BINARY_OP_SUBTRACT_INT

<details>
<summary> Successors and predecessors for BINARY_OP_SUBTRACT_INT </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_CONST | 250,427,348 | 75.7% |
| LOAD_FAST | 39,726,595 | 12.0% |
| LOAD_FAST_LOAD_FAST | 26,459,107 | 8.0% |
| LOAD_ATTR_INSTANCE_VALUE | 10,326,960 | 3.1% |
| CALL_LEN | 3,185,700 | 1.0% |

|Successors | Count | Percentage | 
|---|---:|---:|
| CALL_PY_EXACT_ARGS | 104,864,860 | 31.7% |
| STORE_FAST | 73,641,318 | 22.3% |
| SWAP | 43,976,489 | 13.3% |
| RETURN_VALUE | 22,971,784 | 6.9% |
| LOAD_FAST | 18,369,806 | 5.6% |


</details>

### CALL_BUILTIN_FAST_WITH_KEYWORDS

<details>
<summary> Successors and predecessors for CALL_BUILTIN_FAST_WITH_KEYWORDS </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| RETURN_GENERATOR | 48,206,460 | 57.9% |
| LOAD_FAST | 14,706,746 | 17.7% |
| LOAD_ATTR_INSTANCE_VALUE | 5,236,832 | 6.3% |
| CALL_BUILTIN_CLASS | 2,631,494 | 3.2% |
| CALL_BUILTIN_FAST_WITH_KEYWORDS | 2,163,360 | 2.6% |

|Successors | Count | Percentage | 
|---|---:|---:|
| LOAD_DEREF | 46,765,400 | 56.2% |
| STORE_FAST | 17,563,062 | 21.1% |
| LOAD_FAST | 8,585,293 | 10.3% |
| RETURN_VALUE | 3,014,005 | 3.6% |
| CALL_BUILTIN_FAST_WITH_KEYWORDS | 2,163,360 | 2.6% |


</details>

### CALL_LIST_APPEND

<details>
<summary> Successors and predecessors for CALL_LIST_APPEND </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 119,564,405 | 63.3% |
| ENTER_EXECUTOR | 44,386,574 | 23.5% |
| BINARY_OP | 7,506,760 | 4.0% |
| BINARY_SUBSCR_TUPLE_INT | 3,815,040 | 2.0% |
| RETURN_VALUE | 2,570,300 | 1.4% |

|Successors | Count | Percentage | 
|---|---:|---:|
| ENTER_EXECUTOR | 112,189,107 | 59.4% |
| LOAD_FAST | 27,439,330 | 14.5% |
| RETURN_CONST | 20,535,420 | 10.9% |
| JUMP_FORWARD | 9,621,940 | 5.1% |
| NOP | 5,556,776 | 2.9% |


</details>

### COMPARE_OP_FLOAT

<details>
<summary> Successors and predecessors for COMPARE_OP_FLOAT </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_ATTR_SLOT | 191,414,793 | 79.0% |
| BINARY_SUBSCR | 23,382,660 | 9.6% |
| LOAD_GLOBAL_MODULE | 12,033,418 | 5.0% |
| LOAD_CONST | 10,514,415 | 4.3% |
| LOAD_ATTR_INSTANCE_VALUE | 2,414,922 | 1.0% |

|Successors | Count | Percentage | 
|---|---:|---:|
| RETURN_VALUE | 191,403,513 | 79.0% |
